owner_uname,ctaker_uname,pet_name,start_date,end_date,status,payment_method,transfer_type,bid_price,query
bee402,edward503,Monster,2020-11-18,2020-12-13,success,cash,delivery,390,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('bee402', 'edward503', 'Monster', '2020-11-18', '2020-12-13', 'success', 'cash', 'delivery', '390');"
meyer299,harry431,Oz,2020-11-18,2020-12-24,success,card,pickup,555,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('meyer299', 'harry431', 'Oz', '2020-11-18', '2020-12-24', 'success', 'card', 'pickup', '555');"
meyer299,walter823,Pluto,2020-11-12,2020-12-01,success,cash,meetup,300,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('meyer299', 'walter823', 'Pluto', '2020-11-12', '2020-12-01', 'success', 'cash', 'meetup', '300');"
paris487,arthur183,Claire,2020-11-17,2020-11-21,success,cash,pickup,75,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('paris487', 'arthur183', 'Claire', '2020-11-17', '2020-11-21', 'success', 'cash', 'pickup', '75');"
byrd536,fred434,Kyra,2020-10-26,2020-11-27,success,cash,pickup,495,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('byrd536', 'fred434', 'Kyra', '2020-10-26', '2020-11-27', 'success', 'cash', 'pickup', '495');"
byrd536,albert611,Chase,2020-11-28,2020-12-09,success,card,meetup,180,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('byrd536', 'albert611', 'Chase', '2020-11-28', '2020-12-09', 'success', 'card', 'meetup', '180');"
deforest17,samuel122,Baron,2020-11-05,2020-12-23,success,card,meetup,735,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('deforest17', 'samuel122', 'Baron', '2020-11-05', '2020-12-23', 'success', 'card', 'meetup', '735');"
deforest17,david943,Jelly,2020-11-10,2020-12-27,success,cash,meetup,720,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('deforest17', 'david943', 'Jelly', '2020-11-10', '2020-12-27', 'success', 'cash', 'meetup', '720');"
dolph291,louis131,Simone,2020-11-28,2020-12-17,success,card,meetup,300,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('dolph291', 'louis131', 'Simone', '2020-11-28', '2020-12-17', 'success', 'card', 'meetup', '300');"
dolph291,joe770,Schultz,2020-11-27,2020-12-21,success,cash,delivery,375,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('dolph291', 'joe770', 'Schultz', '2020-11-27', '2020-12-21', 'success', 'cash', 'delivery', '375');"
harper284,charlie154,Greenie,2020-11-06,2020-11-23,success,cash,meetup,270,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('harper284', 'charlie154', 'Greenie', '2020-11-06', '2020-11-23', 'success', 'cash', 'meetup', '270');"
harper284,clarence506,Rocket,2020-10-20,2020-12-15,success,cash,delivery,855,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('harper284', 'clarence506', 'Rocket', '2020-10-20', '2020-12-15', 'success', 'cash', 'delivery', '855');"
jule58,richard503,Jess,2020-10-20,2020-12-17,success,card,delivery,885,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('jule58', 'richard503', 'Jess', '2020-10-20', '2020-12-17', 'success', 'card', 'delivery', '885');"
jule58,andrew540,Smudge,2020-11-06,2020-12-17,success,card,pickup,630,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('jule58', 'andrew540', 'Smudge', '2020-11-06', '2020-12-17', 'success', 'card', 'pickup', '630');"
lambert208,daniel605,Friday,2020-10-21,2020-11-27,success,card,pickup,570,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('lambert208', 'daniel605', 'Friday', '2020-10-21', '2020-11-27', 'success', 'card', 'pickup', '570');"
margaret100,ernest976,Furball,2020-10-22,2020-11-15,success,card,delivery,375,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('margaret100', 'ernest976', 'Furball', '2020-10-22', '2020-11-15', 'success', 'card', 'delivery', '375');"
ocie248,will412,Kona,2020-10-31,2020-12-25,success,cash,meetup,840,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('ocie248', 'will412', 'Kona', '2020-10-31', '2020-12-25', 'success', 'cash', 'meetup', '840');"
ocie248,jesse639,Speedy,2020-10-11,2020-11-16,success,card,delivery,555,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('ocie248', 'jesse639', 'Speedy', '2020-10-11', '2020-11-16', 'success', 'card', 'delivery', '555');"
orange142,oscar576,Scooby-doo,2020-11-22,2020-12-13,success,card,pickup,330,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('orange142', 'oscar576', 'Scooby-doo', '2020-11-22', '2020-12-13', 'success', 'card', 'pickup', '330');"
reece359,lewis162,Tootsie,2020-11-05,2020-12-13,success,card,pickup,585,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('reece359', 'lewis162', 'Tootsie', '2020-11-05', '2020-12-13', 'success', 'card', 'pickup', '585');"
reece359,peter314,Travis,2020-10-20,2020-11-29,success,card,pickup,615,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('reece359', 'peter314', 'Travis', '2020-10-20', '2020-11-29', 'success', 'card', 'pickup', '615');"
roe787,benjamin775,Higgins,2020-11-28,2020-12-01,success,card,pickup,60,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('roe787', 'benjamin775', 'Higgins', '2020-11-28', '2020-12-01', 'success', 'card', 'pickup', '60');"
ambers79,frederick396,Sheena,2020-11-28,2020-11-28,success,cash,pickup,15,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('ambers79', 'frederick396', 'Sheena', '2020-11-28', '2020-11-28', 'success', 'cash', 'pickup', '15');"
bessie344,willie116,Wally,2020-10-18,2020-12-15,success,card,meetup,885,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('bessie344', 'willie116', 'Wally', '2020-10-18', '2020-12-15', 'success', 'card', 'meetup', '885');"
collins494,alfred245,Cosmo,2020-11-09,2020-12-11,success,card,meetup,495,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('collins494', 'alfred245', 'Cosmo', '2020-11-09', '2020-12-11', 'success', 'card', 'meetup', '495');"
elbridge307,sam434,Chipper,2020-11-15,2020-12-26,success,cash,meetup,630,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('elbridge307', 'sam434', 'Chipper', '2020-11-15', '2020-12-26', 'success', 'cash', 'meetup', '630');"
elbridge307,roy642,Flint,2020-10-16,2020-10-17,success,card,meetup,30,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('elbridge307', 'roy642', 'Flint', '2020-10-16', '2020-10-17', 'success', 'card', 'meetup', '30');"
eldon475,herbert839,Meadow,2020-10-15,2020-12-13,success,card,meetup,900,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('eldon475', 'herbert839', 'Meadow', '2020-10-15', '2020-12-13', 'success', 'card', 'meetup', '900');"
elvis313,jacob800,Chili,2020-11-08,2020-12-22,success,cash,pickup,675,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('elvis313', 'jacob800', 'Chili', '2020-11-08', '2020-12-22', 'success', 'cash', 'pickup', '675');"
elvis313,tom345,Kramer,2020-11-06,2020-11-30,success,card,meetup,375,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('elvis313', 'tom345', 'Kramer', '2020-11-06', '2020-11-30', 'success', 'card', 'meetup', '375');"
gaston313,elmer847,Jackson,2020-10-14,2020-10-14,success,cash,meetup,15,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('gaston313', 'elmer847', 'Jackson', '2020-10-14', '2020-10-14', 'success', 'cash', 'meetup', '15');"
guadalupe340,carl832,Bernie,2020-11-21,2020-11-25,success,card,pickup,75,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('guadalupe340', 'carl832', 'Bernie', '2020-11-21', '2020-11-25', 'success', 'card', 'pickup', '75');"
guadalupe340,lee348,Lola,2020-10-24,2020-12-12,success,card,delivery,750,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('guadalupe340', 'lee348', 'Lola', '2020-10-24', '2020-12-12', 'success', 'card', 'delivery', '750');"
hartwell259,howard723,Nutmeg,2020-11-15,2020-12-28,success,cash,meetup,660,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('hartwell259', 'howard723', 'Nutmeg', '2020-11-15', '2020-12-28', 'success', 'cash', 'meetup', '660');"
hartwell259,martin756,Kirby,2020-10-29,2020-12-07,success,cash,meetup,600,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('hartwell259', 'martin756', 'Kirby', '2020-10-29', '2020-12-07', 'success', 'cash', 'meetup', '600');"
knox614,michael908,Duchess,2020-11-27,2020-11-28,success,card,meetup,30,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('knox614', 'michael908', 'Duchess', '2020-11-27', '2020-11-28', 'success', 'card', 'meetup', '30');"
lue973,bert358,Michael,2020-10-11,2020-12-12,success,cash,pickup,945,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('lue973', 'bert358', 'Michael', '2020-10-11', '2020-12-12', 'success', 'cash', 'pickup', '945');"
manning349,herman497,Sweetie,2020-11-04,2020-12-23,success,cash,pickup,750,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('manning349', 'herman497', 'Sweetie', '2020-11-04', '2020-12-23', 'success', 'cash', 'pickup', '750');"
manning349,jim693,Schotzie,2020-11-09,2020-12-13,success,cash,pickup,525,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('manning349', 'jim693', 'Schotzie', '2020-11-09', '2020-12-13', 'success', 'cash', 'pickup', '525');"
ola881,francis798,Sawyer,2020-11-11,2020-11-19,success,card,meetup,135,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('ola881', 'francis798', 'Sawyer', '2020-11-11', '2020-11-19', 'success', 'card', 'meetup', '135');"
ola881,harvey227,Monster,2020-10-28,2020-11-01,success,cash,meetup,75,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('ola881', 'harvey227', 'Monster', '2020-10-28', '2020-11-01', 'success', 'cash', 'meetup', '75');"
reed786,earl723,Oz,2020-11-27,2020-12-21,success,cash,pickup,375,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('reed786', 'earl723', 'Oz', '2020-11-27', '2020-12-21', 'success', 'cash', 'pickup', '375');"
sampson172,eugene106,Pluto,2020-10-11,2020-12-06,success,card,delivery,855,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('sampson172', 'eugene106', 'Pluto', '2020-10-11', '2020-12-06', 'success', 'card', 'delivery', '855');"
sampson172,ralph369,Claire,2020-11-03,2020-12-12,success,card,meetup,600,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('sampson172', 'ralph369', 'Claire', '2020-11-03', '2020-12-12', 'success', 'card', 'meetup', '600');"
samual177,ed601,Kyra,2020-10-25,2020-11-02,success,cash,pickup,135,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('samual177', 'ed601', 'Kyra', '2020-10-25', '2020-11-02', 'success', 'cash', 'pickup', '135');"
samual177,claude676,Chase,2020-11-14,2020-12-23,success,card,pickup,600,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('samual177', 'claude676', 'Chase', '2020-11-14', '2020-12-23', 'success', 'card', 'pickup', '600');"
thos300,edwin418,Baron,2020-11-11,2020-11-28,success,card,delivery,270,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('thos300', 'edwin418', 'Baron', '2020-11-11', '2020-11-28', 'success', 'card', 'delivery', '270');"
thos300,ben263,Jelly,2020-10-13,2020-12-09,success,cash,delivery,870,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('thos300', 'ben263', 'Jelly', '2020-10-13', '2020-12-09', 'success', 'cash', 'delivery', '870');"
todd797,charley988,Simone,2020-11-04,2020-11-23,success,card,meetup,300,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('todd797', 'charley988', 'Simone', '2020-11-04', '2020-11-23', 'success', 'card', 'meetup', '300');"
tommy874,paul223,Schultz,2020-10-14,2020-11-22,success,cash,meetup,600,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('tommy874', 'paul223', 'Schultz', '2020-10-14', '2020-11-22', 'success', 'cash', 'meetup', '600');"
unknown330,edgar275,Greenie,2020-11-08,2020-11-22,success,cash,delivery,225,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('unknown330', 'edgar275', 'Greenie', '2020-11-08', '2020-11-22', 'success', 'cash', 'delivery', '225');"
unknown330,isaac408,Rocket,2020-11-09,2020-12-07,success,card,delivery,435,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('unknown330', 'isaac408', 'Rocket', '2020-11-09', '2020-12-07', 'success', 'card', 'delivery', '435');"
wirt667,otto762,Jess,2020-10-28,2020-12-04,success,cash,pickup,570,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('wirt667', 'otto762', 'Jess', '2020-10-28', '2020-12-04', 'success', 'cash', 'pickup', '570');"
wirt667,luther87,Smudge,2020-11-27,2020-12-07,success,card,meetup,165,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('wirt667', 'luther87', 'Smudge', '2020-11-27', '2020-12-07', 'success', 'card', 'meetup', '165');"
woodie819,lawrence110,Friday,2020-11-26,2020-12-26,success,cash,meetup,465,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('woodie819', 'lawrence110', 'Friday', '2020-11-26', '2020-12-26', 'success', 'cash', 'meetup', '465');"
alice582,ira171,Furball,2020-11-19,2020-11-21,success,cash,pickup,45,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('alice582', 'ira171', 'Furball', '2020-11-19', '2020-11-21', 'success', 'cash', 'pickup', '45');"
alice582,patrick523,Kona,2020-11-22,2020-12-25,success,card,meetup,510,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('alice582', 'patrick523', 'Kona', '2020-11-22', '2020-12-25', 'success', 'card', 'meetup', '510');"
alvis993,guy102,Speedy,2020-11-30,2020-12-14,success,cash,meetup,225,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('alvis993', 'guy102', 'Speedy', '2020-11-30', '2020-12-14', 'success', 'cash', 'meetup', '225');"
ammon616,oliver942,Scooby-doo,2020-10-30,2020-12-15,success,cash,meetup,705,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('ammon616', 'oliver942', 'Scooby-doo', '2020-10-30', '2020-12-15', 'success', 'cash', 'meetup', '705');"
ammon616,theodore286,Tootsie,2020-10-13,2020-12-08,success,card,pickup,855,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('ammon616', 'theodore286', 'Tootsie', '2020-10-13', '2020-12-08', 'success', 'card', 'pickup', '855');"
boss352,hugh61,Travis,2020-10-28,2020-12-16,success,cash,meetup,750,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('boss352', 'hugh61', 'Travis', '2020-10-28', '2020-12-16', 'success', 'cash', 'meetup', '750');"
cas334,clyde924,Higgins,2020-11-07,2020-12-29,success,cash,delivery,795,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('cas334', 'clyde924', 'Higgins', '2020-11-07', '2020-12-29', 'success', 'cash', 'delivery', '795');"
cass259,alexander719,Sheena,2020-11-21,2020-12-29,success,card,pickup,585,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('cass259', 'alexander719', 'Sheena', '2020-11-21', '2020-12-29', 'success', 'card', 'pickup', '585');"
chalmer28,august866,Wally,2020-10-30,2020-12-11,success,card,pickup,645,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('chalmer28', 'august866', 'Wally', '2020-10-30', '2020-12-11', 'success', 'card', 'pickup', '645');"
chalmer28,floyd748,Cosmo,2020-11-11,2020-12-25,success,card,delivery,675,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('chalmer28', 'floyd748', 'Cosmo', '2020-11-11', '2020-12-25', 'success', 'card', 'delivery', '675');"
denton177,homer224,Chipper,2020-11-08,2020-12-07,success,cash,pickup,450,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('denton177', 'homer224', 'Chipper', '2020-11-08', '2020-12-07', 'success', 'cash', 'pickup', '450');"
elsworth570,jack395,Flint,2020-11-13,2020-12-11,success,card,meetup,435,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('elsworth570', 'jack395', 'Flint', '2020-11-13', '2020-12-11', 'success', 'card', 'meetup', '435');"
erving405,leonard471,Meadow,2020-11-14,2020-12-02,success,card,delivery,285,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('erving405', 'leonard471', 'Meadow', '2020-11-14', '2020-12-02', 'success', 'card', 'delivery', '285');"
fredric179,horace810,Chili,2020-11-11,2020-12-04,success,cash,meetup,360,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('fredric179', 'horace810', 'Chili', '2020-11-11', '2020-12-04', 'success', 'cash', 'meetup', '360');"
fredric179,marion567,Kramer,2020-11-13,2020-11-14,success,card,meetup,30,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('fredric179', 'marion567', 'Kramer', '2020-11-13', '2020-11-14', 'success', 'card', 'meetup', '30');"
furman147,philip818,Jackson,2020-10-31,2020-11-03,success,cash,meetup,60,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('furman147', 'philip818', 'Jackson', '2020-10-31', '2020-11-03', 'success', 'cash', 'meetup', '60');"
furman147,allen535,Bernie,2020-11-18,2020-12-02,success,cash,meetup,225,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('furman147', 'allen535', 'Bernie', '2020-11-18', '2020-12-02', 'success', 'cash', 'meetup', '225');"
helen916,archie985,Lola,2020-11-11,2020-11-24,success,card,delivery,210,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('helen916', 'archie985', 'Lola', '2020-11-11', '2020-11-24', 'success', 'card', 'delivery', '210');"
helen916,stephen736,Nutmeg,2020-10-12,2020-11-01,success,cash,delivery,315,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('helen916', 'stephen736', 'Nutmeg', '2020-10-12', '2020-11-01', 'success', 'cash', 'delivery', '315');"
pearlie519,chester271,Kirby,2020-11-15,2020-11-26,success,cash,delivery,180,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('pearlie519', 'chester271', 'Kirby', '2020-11-15', '2020-11-26', 'success', 'cash', 'delivery', '180');"
pearlie519,willis965,Duchess,2020-11-23,2020-12-17,success,card,delivery,375,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('pearlie519', 'willis965', 'Duchess', '2020-11-23', '2020-12-17', 'success', 'card', 'delivery', '375');"
plummer303,raymond23,Michael,2020-11-29,2020-12-15,success,card,delivery,255,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('plummer303', 'raymond23', 'Michael', '2020-11-29', '2020-12-15', 'success', 'card', 'delivery', '255');"
presley31,rufus447,Sweetie,2020-11-23,2020-11-23,success,card,delivery,15,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('presley31', 'rufus447', 'Sweetie', '2020-11-23', '2020-11-23', 'success', 'card', 'delivery', '15');"
rollo143,warren907,Schotzie,2020-11-24,2020-12-27,success,cash,meetup,510,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('rollo143', 'warren907', 'Schotzie', '2020-11-24', '2020-12-27', 'success', 'cash', 'meetup', '510');"
roswell147,jessie722,Sawyer,2020-10-10,2020-11-23,success,cash,delivery,675,"INSERT INTO bids (owner_uname, ctaker_uname, pet_name, start_date, end_date, status, payment_method, transfer_type, bid_price) VALUES('roswell147', 'jessie722', 'Sawyer', '2020-10-10', '2020-11-23', 'success', 'cash', 'delivery', '675');"
