username,pet_type,query
alfred245,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('alfred245', 'Dog');"
alfred245,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('alfred245', 'Cat');"
sam434,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('sam434', 'Cat');"
sam434,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('sam434', 'Rabbit');"
roy642,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('roy642', 'Dog');"
herbert839,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('herbert839', 'Dog');"
herbert839,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('herbert839', 'Cat');"
jacob800,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('jacob800', 'Dog');"
jacob800,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('jacob800', 'Rabbit');"
tom345,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('tom345', 'Rabbit');"
elmer847,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('elmer847', 'Cat');"
elmer847,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('elmer847', 'Dog');"
carl832,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('carl832', 'Rabbit');"
carl832,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('carl832', 'Dog');"
lee348,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('lee348', 'Cat');"
lee348,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('lee348', 'Rabbit');"
howard723,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('howard723', 'Dog');"
martin756,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('martin756', 'Rabbit');"
michael908,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('michael908', 'Dog');"
bert358,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('bert358', 'Dog');"
bert358,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('bert358', 'Cat');"
herman497,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('herman497', 'Rabbit');"
herman497,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('herman497', 'Dog');"
jim693,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('jim693', 'Rabbit');"
jim693,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('jim693', 'Dog');"
francis798,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('francis798', 'Rabbit');"
francis798,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('francis798', 'Cat');"
harvey227,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('harvey227', 'Cat');"
harvey227,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('harvey227', 'Rabbit');"
earl723,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('earl723', 'Dog');"
eugene106,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('eugene106', 'Cat');"
eugene106,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('eugene106', 'Dog');"
ralph369,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('ralph369', 'Dog');"
ralph369,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('ralph369', 'Cat');"
ed601,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('ed601', 'Dog');"
ed601,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('ed601', 'Rabbit');"
claude676,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('claude676', 'Dog');"
edwin418,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('edwin418', 'Dog');"
edwin418,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('edwin418', 'Cat');"
ben263,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('ben263', 'Dog');"
charley988,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('charley988', 'Cat');"
paul223,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('paul223', 'Cat');"
paul223,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('paul223', 'Rabbit');"
edgar275,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('edgar275', 'Dog');"
edgar275,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('edgar275', 'Rabbit');"
isaac408,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('isaac408', 'Cat');"
isaac408,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('isaac408', 'Rabbit');"
otto762,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('otto762', 'Dog');"
otto762,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('otto762', 'Rabbit');"
luther87,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('luther87', 'Dog');"
luther87,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('luther87', 'Rabbit');"
lawrence110,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('lawrence110', 'Cat');"
ira171,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('ira171', 'Dog');"
patrick523,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('patrick523', 'Cat');"
guy102,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('guy102', 'Cat');"
guy102,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('guy102', 'Rabbit');"
oliver942,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('oliver942', 'Rabbit');"
oliver942,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('oliver942', 'Cat');"
theodore286,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('theodore286', 'Rabbit');"
hugh61,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('hugh61', 'Rabbit');"
clyde924,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('clyde924', 'Rabbit');"
alexander719,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('alexander719', 'Cat');"
alexander719,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('alexander719', 'Dog');"
august866,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('august866', 'Rabbit');"
august866,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('august866', 'Cat');"
floyd748,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('floyd748', 'Rabbit');"
floyd748,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('floyd748', 'Cat');"
homer224,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('homer224', 'Dog');"
homer224,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('homer224', 'Cat');"
jack395,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('jack395', 'Rabbit');"
jack395,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('jack395', 'Cat');"
leonard471,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('leonard471', 'Rabbit');"
leonard471,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('leonard471', 'Dog');"
horace810,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('horace810', 'Dog');"
marion567,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('marion567', 'Rabbit');"
marion567,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('marion567', 'Dog');"
philip818,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('philip818', 'Dog');"
allen535,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('allen535', 'Dog');"
allen535,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('allen535', 'Rabbit');"
archie985,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('archie985', 'Dog');"
archie985,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('archie985', 'Cat');"
stephen736,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('stephen736', 'Rabbit');"
stephen736,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('stephen736', 'Dog');"
chester271,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('chester271', 'Cat');"
willis965,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('willis965', 'Cat');"
willis965,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('willis965', 'Rabbit');"
raymond23,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('raymond23', 'Rabbit');"
raymond23,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('raymond23', 'Dog');"
rufus447,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('rufus447', 'Rabbit');"
rufus447,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('rufus447', 'Cat');"
warren907,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('warren907', 'Rabbit');"
warren907,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('warren907', 'Cat');"
jessie722,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('jessie722', 'Dog');"
milton782,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('milton782', 'Rabbit');"
alex447,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('alex447', 'Rabbit');"
alex447,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('alex447', 'Dog');"
leo136,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('leo136', 'Rabbit');"
leo136,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('leo136', 'Cat');"
julius586,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('julius586', 'Rabbit');"
ray943,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('ray943', 'Dog');"
sidney969,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('sidney969', 'Rabbit');"
sidney969,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('sidney969', 'Cat');"
bernard780,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('bernard780', 'Cat');"
bernard780,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('bernard780', 'Rabbit');"
dan238,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('dan238', 'Rabbit');"
dan238,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('dan238', 'Cat');"
jerry962,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('jerry962', 'Dog');"
jerry962,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('jerry962', 'Cat');"
calvin100,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('calvin100', 'Cat');"
perry141,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('perry141', 'Rabbit');"
perry141,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('perry141', 'Cat');"
dave166,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('dave166', 'Dog');"
dave166,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('dave166', 'Cat');"
anthony959,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('anthony959', 'Cat');"
anthony959,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('anthony959', 'Rabbit');"
eddie745,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('eddie745', 'Dog');"
amos816,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('amos816', 'Dog');"
dennis482,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('dennis482', 'Rabbit');"
dennis482,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('dennis482', 'Cat');"
clifford877,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('clifford877', 'Rabbit');"
leroy828,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('leroy828', 'Dog');"
wesley137,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('wesley137', 'Cat');"
alonzo110,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('alonzo110', 'Dog');"
alonzo110,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('alonzo110', 'Rabbit');"
garfield81,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('garfield81', 'Dog');"
garfield81,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('garfield81', 'Rabbit');"
franklin500,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('franklin500', 'Rabbit');"
franklin500,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('franklin500', 'Dog');"
emil786,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('emil786', 'Rabbit');"
emil786,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('emil786', 'Dog');"
leon815,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('leon815', 'Dog');"
nathan373,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('nathan373', 'Rabbit');"
nathan373,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('nathan373', 'Cat');"
harold371,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('harold371', 'Cat');"
harold371,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('harold371', 'Rabbit');"
matthew598,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('matthew598', 'Cat');"
matthew598,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('matthew598', 'Rabbit');"
levi660,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('levi660', 'Rabbit');"
levi660,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('levi660', 'Cat');"
moses534,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('moses534', 'Dog');"
everett880,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('everett880', 'Rabbit');"
lester806,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('lester806', 'Cat');"
lester806,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('lester806', 'Rabbit');"
winfield919,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('winfield919', 'Rabbit');"
winfield919,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('winfield919', 'Cat');"
adam481,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('adam481', 'Rabbit');"
adam481,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('adam481', 'Cat');"
lloyd264,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('lloyd264', 'Dog');"
lloyd264,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('lloyd264', 'Rabbit');"
mack926,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('mack926', 'Cat');"
mack926,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('mack926', 'Dog');"
fredrick682,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('fredrick682', 'Dog');"
jay576,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('jay576', 'Cat');"
jay576,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('jay576', 'Dog');"
jess250,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('jess250', 'Dog');"
jess250,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('jess250', 'Cat');"
melvin562,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('melvin562', 'Cat');"
melvin562,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('melvin562', 'Dog');"
noah5,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('noah5', 'Cat');"
aaron249,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('aaron249', 'Rabbit');"
alvin514,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('alvin514', 'Dog');"
norman987,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('norman987', 'Cat');"
norman987,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('norman987', 'Rabbit');"
gilbert79,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('gilbert79', 'Rabbit');"
gilbert79,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('gilbert79', 'Dog');"
elijah452,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('elijah452', 'Rabbit');"
elijah452,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('elijah452', 'Cat');"
victor468,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('victor468', 'Cat');"
victor468,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('victor468', 'Dog');"
gus421,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('gus421', 'Dog');"
gus421,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('gus421', 'Rabbit');"
nelson952,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('nelson952', 'Dog');"
nelson952,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('nelson952', 'Cat');"
jasper507,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('jasper507', 'Dog');"
jasper507,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('jasper507', 'Cat');"
silas629,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('silas629', 'Cat');"
christopher610,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('christopher610', 'Rabbit');"
christopher610,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('christopher610', 'Dog');"
jake251,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('jake251', 'Dog');"
jake251,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('jake251', 'Rabbit');"
mike487,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('mike487', 'Rabbit');"
mike487,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('mike487', 'Cat');"
percy562,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('percy562', 'Dog');"
percy562,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('percy562', 'Cat');"
adolph852,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('adolph852', 'Cat');"
adolph852,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('adolph852', 'Dog');"
maurice47,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('maurice47', 'Dog');"
maurice47,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('maurice47', 'Cat');"
cornelius847,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('cornelius847', 'Rabbit');"
cornelius847,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('cornelius847', 'Dog');"
felix900,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('felix900', 'Cat');"
felix900,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('felix900', 'Dog');"
reuben949,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('reuben949', 'Dog');"
reuben949,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('reuben949', 'Cat');"
wallace606,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('wallace606', 'Cat');"
wallace606,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('wallace606', 'Dog');"
claud641,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('claud641', 'Cat');"
claud641,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('claud641', 'Dog');"
roscoe544,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('roscoe544', 'Dog');"
roscoe544,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('roscoe544', 'Cat');"
sylvester893,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('sylvester893', 'Rabbit');"
sylvester893,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('sylvester893', 'Dog');"
earnest951,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('earnest951', 'Cat');"
hiram424,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('hiram424', 'Rabbit');"
hiram424,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('hiram424', 'Cat');"
otis325,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('otis325', 'Cat');"
otis325,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('otis325', 'Dog');"
simon260,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('simon260', 'Dog');"
willard352,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('willard352', 'Dog');"
willard352,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('willard352', 'Rabbit');"
irvin992,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('irvin992', 'Dog');"
mark196,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('mark196', 'Dog');"
jose658,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('jose658', 'Dog');"
wilbur393,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('wilbur393', 'Dog');"
wilbur393,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('wilbur393', 'Cat');"
abraham945,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('abraham945', 'Cat');"
virgil936,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('virgil936', 'Dog');"
virgil936,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('virgil936', 'Cat');"
clinton274,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('clinton274', 'Dog');"
clinton274,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('clinton274', 'Cat');"
elbert560,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('elbert560', 'Cat');"
elbert560,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('elbert560', 'Dog');"
leslie243,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('leslie243', 'Cat');"
marshall434,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('marshall434', 'Cat');"
owen982,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('owen982', 'Dog');"
wiley676,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('wiley676', 'Cat');"
wiley676,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('wiley676', 'Dog');"
anton659,Cat,"INSERT INTO can_care_for (username, pet_type) VALUES('anton659', 'Cat');"
anton659,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('anton659', 'Dog');"
morris50,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('morris50', 'Dog');"
morris50,Rabbit,"INSERT INTO can_care_for (username, pet_type) VALUES('morris50', 'Rabbit');"
manuel361,Dog,"INSERT INTO can_care_for (username, pet_type) VALUES('manuel361', 'Dog');"
