owner_uname,pet_name,pet_type,query
sampson172,Claire,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('sampson172', 'Claire', 'Dog');"
samual177,Kyra,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('samual177', 'Kyra', 'Dog');"
samual177,Chase,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('samual177', 'Chase', 'Dog');"
thos300,Baron,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('thos300', 'Baron', 'Dog');"
thos300,Jelly,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('thos300', 'Jelly', 'Dog');"
todd797,Simone,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('todd797', 'Simone', 'Cat');"
tommy874,Schultz,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('tommy874', 'Schultz', 'Cat');"
unknown330,Greenie,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('unknown330', 'Greenie', 'Dog');"
unknown330,Rocket,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('unknown330', 'Rocket', 'Cat');"
wirt667,Jess,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('wirt667', 'Jess', 'Dog');"
wirt667,Smudge,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('wirt667', 'Smudge', 'Dog');"
woodie819,Friday,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('woodie819', 'Friday', 'Cat');"
alice582,Furball,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('alice582', 'Furball', 'Dog');"
alice582,Kona,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('alice582', 'Kona', 'Cat');"
alvis993,Speedy,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('alvis993', 'Speedy', 'Cat');"
ammon616,Scooby-doo,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('ammon616', 'Scooby-doo', 'Rabbit');"
ammon616,Tootsie,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('ammon616', 'Tootsie', 'Rabbit');"
boss352,Travis,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('boss352', 'Travis', 'Rabbit');"
cas334,Higgins,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('cas334', 'Higgins', 'Rabbit');"
cass259,Sheena,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('cass259', 'Sheena', 'Cat');"
chalmer28,Wally,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('chalmer28', 'Wally', 'Rabbit');"
chalmer28,Cosmo,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('chalmer28', 'Cosmo', 'Rabbit');"
denton177,Chipper,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('denton177', 'Chipper', 'Dog');"
elsworth570,Flint,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('elsworth570', 'Flint', 'Rabbit');"
erving405,Meadow,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('erving405', 'Meadow', 'Rabbit');"
fredric179,Chili,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('fredric179', 'Chili', 'Dog');"
fredric179,Kramer,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('fredric179', 'Kramer', 'Rabbit');"
furman147,Jackson,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('furman147', 'Jackson', 'Dog');"
furman147,Bernie,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('furman147', 'Bernie', 'Dog');"
helen916,Lola,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('helen916', 'Lola', 'Dog');"
helen916,Nutmeg,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('helen916', 'Nutmeg', 'Rabbit');"
pearlie519,Kirby,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('pearlie519', 'Kirby', 'Cat');"
pearlie519,Duchess,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('pearlie519', 'Duchess', 'Cat');"
plummer303,Michael,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('plummer303', 'Michael', 'Rabbit');"
presley31,Sweetie,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('presley31', 'Sweetie', 'Rabbit');"
rollo143,Schotzie,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('rollo143', 'Schotzie', 'Rabbit');"
roswell147,Sawyer,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('roswell147', 'Sawyer', 'Dog');"
roswell147,Monster,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('roswell147', 'Monster', 'Rabbit');"
ruffus216,Oz,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('ruffus216', 'Oz', 'Rabbit');"
ruffus216,Pluto,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('ruffus216', 'Pluto', 'Rabbit');"
sheldon26,Claire,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('sheldon26', 'Claire', 'Rabbit');"
sheldon26,Kyra,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('sheldon26', 'Kyra', 'Dog');"
tilman741,Chase,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('tilman741', 'Chase', 'Rabbit');"
tilman741,Baron,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('tilman741', 'Baron', 'Cat');"
york79,Jelly,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('york79', 'Jelly', 'Rabbit');"
york79,Simone,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('york79', 'Simone', 'Dog');"
acie510,Schultz,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('acie510', 'Schultz', 'Cat');"
alfonso400,Greenie,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('alfonso400', 'Greenie', 'Rabbit');"
ashton278,Rocket,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('ashton278', 'Rocket', 'Dog');"
burke476,Jess,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('burke476', 'Jess', 'Cat');"
burke476,Smudge,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('burke476', 'Smudge', 'Dog');"
cap310,Friday,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('cap310', 'Friday', 'Dog');"
casimiro878,Furball,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('casimiro878', 'Furball', 'Rabbit');"
casimiro878,Kona,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('casimiro878', 'Kona', 'Rabbit');"
collie359,Speedy,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('collie359', 'Speedy', 'Dog');"
collie359,Scooby-doo,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('collie359', 'Scooby-doo', 'Cat');"
curley109,Tootsie,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('curley109', 'Tootsie', 'Dog');"
dale842,Travis,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('dale842', 'Travis', 'Dog');"
dale842,Higgins,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('dale842', 'Higgins', 'Rabbit');"
dixon544,Sheena,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('dixon544', 'Sheena', 'Rabbit');"
dixon544,Wally,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('dixon544', 'Wally', 'Dog');"
dominick851,Cosmo,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('dominick851', 'Cosmo', 'Rabbit');"
garret16,Chipper,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('garret16', 'Chipper', 'Cat');"
garret16,Flint,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('garret16', 'Flint', 'Cat');"
gerrit172,Meadow,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('gerrit172', 'Meadow', 'Rabbit');"
gerrit172,Chili,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('gerrit172', 'Chili', 'Dog');"
griffin376,Kramer,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('griffin376', 'Kramer', 'Rabbit');"
griffin376,Jackson,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('griffin376', 'Jackson', 'Cat');"
hall758,Bernie,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('hall758', 'Bernie', 'Rabbit');"
hall758,Lola,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('hall758', 'Lola', 'Rabbit');"
heber813,Nutmeg,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('heber813', 'Nutmeg', 'Dog');"
hurley649,Kirby,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('hurley649', 'Kirby', 'Cat');"
isidore400,Duchess,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('isidore400', 'Duchess', 'Dog');"
lorenza533,Michael,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('lorenza533', 'Michael', 'Cat');"
marian238,Sweetie,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('marian238', 'Sweetie', 'Dog');"
maud181,Schotzie,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('maud181', 'Schotzie', 'Cat');"
maud181,Sawyer,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('maud181', 'Sawyer', 'Cat');"
maude122,Monster,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('maude122', 'Monster', 'Rabbit');"
murphy673,Oz,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('murphy673', 'Oz', 'Dog');"
obe42,Pluto,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('obe42', 'Pluto', 'Cat');"
orla367,Claire,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('orla367', 'Claire', 'Rabbit');"
orlo846,Kyra,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('orlo846', 'Kyra', 'Rabbit');"
orlo846,Chase,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('orlo846', 'Chase', 'Cat');"
orrie303,Baron,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('orrie303', 'Baron', 'Dog');"
sebastian801,Jelly,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('sebastian801', 'Jelly', 'Dog');"
starling217,Simone,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('starling217', 'Simone', 'Dog');"
starling217,Schultz,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('starling217', 'Schultz', 'Cat');"
tolbert427,Greenie,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('tolbert427', 'Greenie', 'Rabbit');"
tolbert427,Rocket,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('tolbert427', 'Rocket', 'Dog');"
whit219,Jess,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('whit219', 'Jess', 'Rabbit');"
whit219,Smudge,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('whit219', 'Smudge', 'Dog');"
adrien607,Friday,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('adrien607', 'Friday', 'Cat');"
adrien607,Furball,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('adrien607', 'Furball', 'Dog');"
alto35,Kona,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('alto35', 'Kona', 'Rabbit');"
alto35,Speedy,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('alto35', 'Speedy', 'Cat');"
angelo71,Scooby-doo,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('angelo71', 'Scooby-doo', 'Dog');"
antone194,Tootsie,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('antone194', 'Tootsie', 'Cat');"
antone194,Travis,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('antone194', 'Travis', 'Cat');"
arden428,Higgins,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('arden428', 'Higgins', 'Dog');"
arden428,Sheena,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('arden428', 'Sheena', 'Rabbit');"
atticus179,Wally,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('atticus179', 'Wally', 'Cat');"
belton461,Cosmo,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('belton461', 'Cosmo', 'Rabbit');"
belton461,Chipper,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('belton461', 'Chipper', 'Cat');"
bertha32,Flint,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('bertha32', 'Flint', 'Dog');"
bertha32,Meadow,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('bertha32', 'Meadow', 'Dog');"
blair823,Chili,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('blair823', 'Chili', 'Dog');"
blair823,Kramer,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('blair823', 'Kramer', 'Dog');"
burrell857,Jackson,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('burrell857', 'Jackson', 'Dog');"
burrell857,Bernie,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('burrell857', 'Bernie', 'Dog');"
callie698,Lola,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('callie698', 'Lola', 'Cat');"
campbell42,Nutmeg,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('campbell42', 'Nutmeg', 'Dog');"
champ283,Kirby,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('champ283', 'Kirby', 'Dog');"
champ283,Duchess,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('champ283', 'Duchess', 'Cat');"
coley795,Michael,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('coley795', 'Michael', 'Cat');"
coley795,Sweetie,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('coley795', 'Sweetie', 'Cat');"
conway603,Schotzie,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('conway603', 'Schotzie', 'Dog');"
craig211,Sawyer,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('craig211', 'Sawyer', 'Cat');"
dalton282,Monster,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('dalton282', 'Monster', 'Cat');"
dalton282,Oz,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('dalton282', 'Oz', 'Dog');"
darrell827,Pluto,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('darrell827', 'Pluto', 'Dog');"
darrell827,Claire,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('darrell827', 'Claire', 'Rabbit');"
darwin251,Kyra,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('darwin251', 'Kyra', 'Rabbit');"
darwin251,Chase,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('darwin251', 'Chase', 'Rabbit');"
dennie366,Baron,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('dennie366', 'Baron', 'Dog');"
dennie366,Jelly,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('dennie366', 'Jelly', 'Dog');"
ebb13,Simone,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('ebb13', 'Simone', 'Cat');"
ebb13,Schultz,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('ebb13', 'Schultz', 'Rabbit');"
ebbie750,Greenie,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('ebbie750', 'Greenie', 'Dog');"
edna310,Rocket,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('edna310', 'Rocket', 'Cat');"
edna310,Jess,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('edna310', 'Jess', 'Rabbit');"
ellison84,Smudge,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('ellison84', 'Smudge', 'Dog');"
elonzo111,Friday,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('elonzo111', 'Friday', 'Cat');"
elonzo111,Furball,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('elonzo111', 'Furball', 'Cat');"
emit866,Kona,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('emit866', 'Kona', 'Dog');"
emit866,Speedy,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('emit866', 'Speedy', 'Rabbit');"
emry420,Scooby-doo,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('emry420', 'Scooby-doo', 'Cat');"
ephram739,Tootsie,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('ephram739', 'Tootsie', 'Rabbit');"
esequiel46,Travis,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('esequiel46', 'Travis', 'Dog');"
esequiel46,Higgins,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('esequiel46', 'Higgins', 'Dog');"
essie931,Sheena,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('essie931', 'Sheena', 'Cat');"
essie931,Wally,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('essie931', 'Wally', 'Cat');"
esta748,Cosmo,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('esta748', 'Cosmo', 'Rabbit');"
esta748,Chipper,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('esta748', 'Chipper', 'Dog');"
evertt301,Flint,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('evertt301', 'Flint', 'Dog');"
garner928,Meadow,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('garner928', 'Meadow', 'Dog');"
garnett14,Chili,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('garnett14', 'Chili', 'Cat');"
garnett14,Kramer,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('garnett14', 'Kramer', 'Cat');"
graham231,Jackson,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('graham231', 'Jackson', 'Rabbit');"
gregg251,Bernie,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('gregg251', 'Bernie', 'Dog');"
gregg251,Lola,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('gregg251', 'Lola', 'Rabbit');"
halbert184,Nutmeg,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('halbert184', 'Nutmeg', 'Cat');"
halbert184,Kirby,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('halbert184', 'Kirby', 'Cat');"
harvie690,Duchess,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('harvie690', 'Duchess', 'Cat');"
harvie690,Michael,Cat,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('harvie690', 'Michael', 'Cat');"
harvy139,Sweetie,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('harvy139', 'Sweetie', 'Dog');"
harvy139,Schotzie,Dog,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('harvy139', 'Schotzie', 'Dog');"
hubbard794,Sawyer,Rabbit,"INSERT INTO pets (owner_uname, pet_name, pet_type) VALUES('hubbard794', 'Sawyer', 'Rabbit');"
