username,start_date,end_date,query
roy642,2020-06-27,2020-07-23,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('roy642', '2020-06-27', '2020-07-23');"
herbert839,2020-06-16,2020-06-24,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('herbert839', '2020-06-16', '2020-06-24');"
jacob800,2020-06-21,2020-07-19,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jacob800', '2020-06-21', '2020-07-19');"
tom345,2020-06-03,2020-07-21,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('tom345', '2020-06-03', '2020-07-21');"
elmer847,2020-06-05,2020-06-30,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('elmer847', '2020-06-05', '2020-06-30');"
carl832,2020-06-19,2020-06-30,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('carl832', '2020-06-19', '2020-06-30');"
lee348,2020-06-09,2020-06-20,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('lee348', '2020-06-09', '2020-06-20');"
howard723,2020-06-08,2020-06-21,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('howard723', '2020-06-08', '2020-06-21');"
martin756,2020-06-13,2020-06-15,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('martin756', '2020-06-13', '2020-06-15');"
michael908,2020-06-04,2020-06-12,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('michael908', '2020-06-04', '2020-06-12');"
bert358,2020-06-18,2020-06-18,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('bert358', '2020-06-18', '2020-06-18');"
herman497,2020-06-14,2020-06-20,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('herman497', '2020-06-14', '2020-06-20');"
jim693,2020-06-27,2020-07-31,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jim693', '2020-06-27', '2020-07-31');"
francis798,2020-06-21,2020-07-16,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('francis798', '2020-06-21', '2020-07-16');"
harvey227,2020-06-07,2020-06-21,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('harvey227', '2020-06-07', '2020-06-21');"
earl723,2020-06-20,2020-07-02,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('earl723', '2020-06-20', '2020-07-02');"
eugene106,2020-06-26,2020-07-23,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('eugene106', '2020-06-26', '2020-07-23');"
ralph369,2020-06-28,2020-07-28,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('ralph369', '2020-06-28', '2020-07-28');"
ed601,2020-06-04,2020-06-26,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('ed601', '2020-06-04', '2020-06-26');"
claude676,2020-06-14,2020-07-19,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('claude676', '2020-06-14', '2020-07-19');"
edwin418,2020-06-29,2020-07-01,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('edwin418', '2020-06-29', '2020-07-01');"
ben263,2020-06-30,2020-07-18,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('ben263', '2020-06-30', '2020-07-18');"
charley988,2020-06-04,2020-07-06,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('charley988', '2020-06-04', '2020-07-06');"
paul223,2020-06-01,2020-07-01,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('paul223', '2020-06-01', '2020-07-01');"
edgar275,2020-06-07,2020-07-06,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('edgar275', '2020-06-07', '2020-07-06');"
isaac408,2020-06-18,2020-06-18,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('isaac408', '2020-06-18', '2020-06-18');"
otto762,2020-06-27,2020-07-04,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('otto762', '2020-06-27', '2020-07-04');"
luther87,2020-06-16,2020-07-23,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('luther87', '2020-06-16', '2020-07-23');"
lawrence110,2020-06-17,2020-06-29,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('lawrence110', '2020-06-17', '2020-06-29');"
ira171,2020-06-12,2020-07-03,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('ira171', '2020-06-12', '2020-07-03');"
patrick523,2020-06-04,2020-06-08,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('patrick523', '2020-06-04', '2020-06-08');"
guy102,2020-06-19,2020-06-22,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('guy102', '2020-06-19', '2020-06-22');"
oliver942,2020-06-06,2020-06-12,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('oliver942', '2020-06-06', '2020-06-12');"
theodore286,2020-06-29,2020-07-18,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('theodore286', '2020-06-29', '2020-07-18');"
hugh61,2020-06-22,2020-07-30,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('hugh61', '2020-06-22', '2020-07-30');"
clyde924,2020-06-05,2020-06-08,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('clyde924', '2020-06-05', '2020-06-08');"
alexander719,2020-06-20,2020-07-30,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('alexander719', '2020-06-20', '2020-07-30');"
august866,2020-06-06,2020-07-05,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('august866', '2020-06-06', '2020-07-05');"
floyd748,2020-06-20,2020-06-28,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('floyd748', '2020-06-20', '2020-06-28');"
homer224,2020-06-06,2020-07-26,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('homer224', '2020-06-06', '2020-07-26');"
jack395,2020-06-09,2020-07-18,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jack395', '2020-06-09', '2020-07-18');"
leonard471,2020-06-17,2020-07-14,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('leonard471', '2020-06-17', '2020-07-14');"
horace810,2020-06-07,2020-07-08,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('horace810', '2020-06-07', '2020-07-08');"
marion567,2020-06-15,2020-06-23,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('marion567', '2020-06-15', '2020-06-23');"
philip818,2020-06-07,2020-07-09,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('philip818', '2020-06-07', '2020-07-09');"
allen535,2020-06-08,2020-07-19,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('allen535', '2020-06-08', '2020-07-19');"
archie985,2020-06-08,2020-06-11,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('archie985', '2020-06-08', '2020-06-11');"
stephen736,2020-06-27,2020-07-15,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('stephen736', '2020-06-27', '2020-07-15');"
chester271,2020-06-16,2020-07-29,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('chester271', '2020-06-16', '2020-07-29');"
willis965,2020-06-28,2020-07-26,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('willis965', '2020-06-28', '2020-07-26');"
raymond23,2020-06-06,2020-07-17,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('raymond23', '2020-06-06', '2020-07-17');"
rufus447,2020-06-07,2020-07-16,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('rufus447', '2020-06-07', '2020-07-16');"
warren907,2020-06-21,2020-07-17,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('warren907', '2020-06-21', '2020-07-17');"
jessie722,2020-06-29,2020-07-22,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jessie722', '2020-06-29', '2020-07-22');"
milton782,2020-06-25,2020-07-30,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('milton782', '2020-06-25', '2020-07-30');"
alex447,2020-06-14,2020-06-20,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('alex447', '2020-06-14', '2020-06-20');"
leo136,2020-06-11,2020-06-27,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('leo136', '2020-06-11', '2020-06-27');"
julius586,2020-06-12,2020-07-24,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('julius586', '2020-06-12', '2020-07-24');"
ray943,2020-06-28,2020-07-01,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('ray943', '2020-06-28', '2020-07-01');"
sidney969,2020-06-03,2020-06-20,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('sidney969', '2020-06-03', '2020-06-20');"
bernard780,2020-06-25,2020-07-13,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('bernard780', '2020-06-25', '2020-07-13');"
dan238,2020-06-14,2020-07-16,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('dan238', '2020-06-14', '2020-07-16');"
jerry962,2020-06-17,2020-06-28,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jerry962', '2020-06-17', '2020-06-28');"
calvin100,2020-06-21,2020-07-23,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('calvin100', '2020-06-21', '2020-07-23');"
perry141,2020-06-03,2020-07-03,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('perry141', '2020-06-03', '2020-07-03');"
dave166,2020-06-22,2020-07-27,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('dave166', '2020-06-22', '2020-07-27');"
anthony959,2020-06-01,2020-06-06,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('anthony959', '2020-06-01', '2020-06-06');"
eddie745,2020-06-02,2020-06-09,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('eddie745', '2020-06-02', '2020-06-09');"
amos816,2020-06-15,2020-07-07,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('amos816', '2020-06-15', '2020-07-07');"
dennis482,2020-06-15,2020-07-31,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('dennis482', '2020-06-15', '2020-07-31');"
clifford877,2020-06-18,2020-07-06,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('clifford877', '2020-06-18', '2020-07-06');"
leroy828,2020-06-03,2020-06-11,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('leroy828', '2020-06-03', '2020-06-11');"
wesley137,2020-06-27,2020-07-05,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('wesley137', '2020-06-27', '2020-07-05');"
alonzo110,2020-06-25,2020-07-10,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('alonzo110', '2020-06-25', '2020-07-10');"
garfield81,2020-06-01,2020-07-22,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('garfield81', '2020-06-01', '2020-07-22');"
franklin500,2020-06-15,2020-07-23,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('franklin500', '2020-06-15', '2020-07-23');"
emil786,2020-06-28,2020-07-24,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('emil786', '2020-06-28', '2020-07-24');"
leon815,2020-06-02,2020-07-29,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('leon815', '2020-06-02', '2020-07-29');"
nathan373,2020-06-21,2020-06-23,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('nathan373', '2020-06-21', '2020-06-23');"
harold371,2020-06-17,2020-06-25,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('harold371', '2020-06-17', '2020-06-25');"
matthew598,2020-06-07,2020-07-13,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('matthew598', '2020-06-07', '2020-07-13');"
levi660,2020-06-23,2020-07-07,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('levi660', '2020-06-23', '2020-07-07');"
moses534,2020-06-04,2020-07-31,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('moses534', '2020-06-04', '2020-07-31');"
everett880,2020-06-22,2020-06-26,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('everett880', '2020-06-22', '2020-06-26');"
lester806,2020-06-03,2020-07-19,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('lester806', '2020-06-03', '2020-07-19');"
winfield919,2020-06-01,2020-07-20,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('winfield919', '2020-06-01', '2020-07-20');"
adam481,2020-06-18,2020-07-10,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('adam481', '2020-06-18', '2020-07-10');"
lloyd264,2020-06-08,2020-06-12,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('lloyd264', '2020-06-08', '2020-06-12');"
mack926,2020-06-10,2020-07-25,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('mack926', '2020-06-10', '2020-07-25');"
fredrick682,2020-06-19,2020-07-06,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('fredrick682', '2020-06-19', '2020-07-06');"
jay576,2020-06-01,2020-06-25,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jay576', '2020-06-01', '2020-06-25');"
jess250,2020-06-06,2020-06-06,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jess250', '2020-06-06', '2020-06-06');"
melvin562,2020-06-04,2020-06-15,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('melvin562', '2020-06-04', '2020-06-15');"
noah5,2020-06-16,2020-07-03,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('noah5', '2020-06-16', '2020-07-03');"
aaron249,2020-06-07,2020-06-16,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('aaron249', '2020-06-07', '2020-06-16');"
alvin514,2020-06-24,2020-07-18,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('alvin514', '2020-06-24', '2020-07-18');"
norman987,2020-06-04,2020-07-27,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('norman987', '2020-06-04', '2020-07-27');"
gilbert79,2020-06-26,2020-07-11,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('gilbert79', '2020-06-26', '2020-07-11');"
elijah452,2020-06-16,2020-06-21,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('elijah452', '2020-06-16', '2020-06-21');"
victor468,2020-06-26,2020-07-21,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('victor468', '2020-06-26', '2020-07-21');"
gus421,2020-06-26,2020-06-30,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('gus421', '2020-06-26', '2020-06-30');"
nelson952,2020-06-21,2020-07-20,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('nelson952', '2020-06-21', '2020-07-20');"
jasper507,2020-06-24,2020-07-09,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jasper507', '2020-06-24', '2020-07-09');"
silas629,2020-06-18,2020-07-06,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('silas629', '2020-06-18', '2020-07-06');"
christopher610,2020-06-07,2020-07-08,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('christopher610', '2020-06-07', '2020-07-08');"
jake251,2020-06-21,2020-06-25,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jake251', '2020-06-21', '2020-06-25');"
mike487,2020-06-11,2020-07-08,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('mike487', '2020-06-11', '2020-07-08');"
percy562,2020-06-18,2020-07-21,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('percy562', '2020-06-18', '2020-07-21');"
adolph852,2020-06-06,2020-07-06,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('adolph852', '2020-06-06', '2020-07-06');"
maurice47,2020-06-16,2020-07-02,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('maurice47', '2020-06-16', '2020-07-02');"
cornelius847,2020-06-23,2020-06-27,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('cornelius847', '2020-06-23', '2020-06-27');"
felix900,2020-06-01,2020-07-01,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('felix900', '2020-06-01', '2020-07-01');"
reuben949,2020-06-05,2020-07-14,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('reuben949', '2020-06-05', '2020-07-14');"
wallace606,2020-06-12,2020-07-26,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('wallace606', '2020-06-12', '2020-07-26');"
claud641,2020-06-20,2020-07-12,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('claud641', '2020-06-20', '2020-07-12');"
roscoe544,2020-06-24,2020-07-03,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('roscoe544', '2020-06-24', '2020-07-03');"
sylvester893,2020-06-22,2020-07-02,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('sylvester893', '2020-06-22', '2020-07-02');"
earnest951,2020-06-22,2020-06-23,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('earnest951', '2020-06-22', '2020-06-23');"
hiram424,2020-06-01,2020-07-12,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('hiram424', '2020-06-01', '2020-07-12');"
otis325,2020-06-23,2020-07-20,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('otis325', '2020-06-23', '2020-07-20');"
simon260,2020-06-16,2020-06-16,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('simon260', '2020-06-16', '2020-06-16');"
willard352,2020-06-16,2020-07-31,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('willard352', '2020-06-16', '2020-07-31');"
irvin992,2020-06-21,2020-06-29,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('irvin992', '2020-06-21', '2020-06-29');"
mark196,2020-06-17,2020-07-08,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('mark196', '2020-06-17', '2020-07-08');"
jose658,2020-06-09,2020-07-10,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jose658', '2020-06-09', '2020-07-10');"
wilbur393,2020-06-25,2020-07-27,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('wilbur393', '2020-06-25', '2020-07-27');"
abraham945,2020-06-13,2020-07-03,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('abraham945', '2020-06-13', '2020-07-03');"
virgil936,2020-06-17,2020-07-25,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('virgil936', '2020-06-17', '2020-07-25');"
clinton274,2020-06-12,2020-07-17,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('clinton274', '2020-06-12', '2020-07-17');"
elbert560,2020-06-03,2020-07-14,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('elbert560', '2020-06-03', '2020-07-14');"
leslie243,2020-06-11,2020-07-16,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('leslie243', '2020-06-11', '2020-07-16');"
marshall434,2020-06-21,2020-07-23,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('marshall434', '2020-06-21', '2020-07-23');"
owen982,2020-06-20,2020-07-24,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('owen982', '2020-06-20', '2020-07-24');"
wiley676,2020-06-21,2020-06-26,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('wiley676', '2020-06-21', '2020-06-26');"
anton659,2020-06-01,2020-07-08,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('anton659', '2020-06-01', '2020-07-08');"
morris50,2020-06-23,2020-06-29,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('morris50', '2020-06-23', '2020-06-29');"
manuel361,2020-06-17,2020-07-04,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('manuel361', '2020-06-17', '2020-07-04');"
phillip819,2020-06-11,2020-07-30,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('phillip819', '2020-06-11', '2020-07-30');"
augustus406,2020-06-26,2020-07-13,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('augustus406', '2020-06-26', '2020-07-13');"
emmett897,2020-06-23,2020-06-26,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('emmett897', '2020-06-23', '2020-06-26');"
eli862,2020-06-23,2020-07-12,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('eli862', '2020-06-23', '2020-07-12');"
nicholas927,2020-06-09,2020-07-27,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('nicholas927', '2020-06-09', '2020-07-27');"
wilson710,2020-06-26,2020-07-13,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('wilson710', '2020-06-26', '2020-07-13');"
alva65,2020-06-26,2020-07-16,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('alva65', '2020-06-26', '2020-07-16');"
harley608,2020-06-13,2020-07-17,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('harley608', '2020-06-13', '2020-07-17');"
newton766,2020-06-01,2020-06-06,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('newton766', '2020-06-01', '2020-06-06');"
timothy341,2020-06-23,2020-06-24,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('timothy341', '2020-06-23', '2020-06-24');"
marvin624,2020-06-07,2020-06-24,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('marvin624', '2020-06-07', '2020-06-24');"
ross501,2020-06-08,2020-07-01,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('ross501', '2020-06-08', '2020-07-01');"
curtis452,2020-06-29,2020-06-29,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('curtis452', '2020-06-29', '2020-06-29');"
edmund437,2020-06-19,2020-07-05,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('edmund437', '2020-06-19', '2020-07-05');"
jeff800,2020-06-20,2020-07-06,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('jeff800', '2020-06-20', '2020-07-06');"
elias16,2020-06-30,2020-07-20,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('elias16', '2020-06-30', '2020-07-20');"
harrison494,2020-06-03,2020-07-20,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('harrison494', '2020-06-03', '2020-07-20');"
stanley644,2020-06-23,2020-07-07,"INSERT INTO ft_leave_periods (username, start_date, end_date) VALUES('stanley644', '2020-06-23', '2020-07-07');"
